T,residual_load,total_load,marginal_fuel,efficiency,marginal_cost,MEFs,XEFs
0,4506.0,5727.0,lignite,0.32733791037549986,47.271662759567945,1244.2526847018203,583.1665017203353
1,4506.0,5727.0,lignite,0.32733791037549986,47.271662759567945,1244.2526847018203,583.1665017203353
2,4469.0,5658.0,lignite,0.32733791037549986,47.271662759567945,1244.2526847018203,582.1416058710487
3,4383.0,5571.0,coal,0.447838567182555,47.14165525978003,858.9340447657515,574.6533088227621
4,4305.0,5460.0,coal,0.447838567182555,47.14165525978003,858.9340447657515,574.0653347911866
5,4310.0,5381.0,coal,0.447838567182555,47.14165525978003,858.9340447657515,583.2914696494532
6,4283.0,5346.0,coal,0.447838567182555,47.14165525978003,858.9340447657515,582.7721995838072
7,4229.0,5535.0,lignite,0.33403190219962886,46.32433969868133,1219.317888822453,552.2790767587633
8,4046.0,5468.0,lignite,0.3407258940237579,45.414239361019504,1195.3628442486388,518.4665652017344
9,4034.0,5519.0,lignite,0.3407258940237579,45.414239361019504,1195.3628442486388,511.0764313085885
10,4041.0,5605.0,lignite,0.3407258940237579,45.414239361019504,1195.3628442486388,504.72762967026597
11,4114.0,5725.0,lignite,0.33403190219962886,46.32433969868133,1219.317888822453,509.4573157458816
12,4196.0,5829.0,lignite,0.33403190219962886,46.32433969868133,1219.317888822453,517.5205351738915
13,4259.0,5822.0,lignite,0.33403190219962886,46.32433969868133,1219.317888822453,531.3370365036805
14,4199.0,5735.0,lignite,0.33403190219962886,46.32433969868133,1219.317888822453,526.6408288047221
15,4136.0,5798.0,lignite,0.33403190219962886,46.32433969868133,1219.317888822453,507.6695629871104
16,4236.0,5918.0,lignite,0.33403190219962886,46.32433969868133,1219.317888822453,517.9790326261425
17,4256.0,6263.0,lignite,0.33403190219962886,46.32433969868133,1219.317888822453,493.3396571703593
18,4130.0,6394.0,lignite,0.33403190219962886,46.32433969868133,1219.317888822453,459.2042882180687
19,3995.0,6492.0,lignite,0.3407258940237579,45.414239361019504,1195.3628442486388,427.29693060172576
20,4028.0,6632.0,lignite,0.3407258940237579,45.414239361019504,1195.3628442486388,424.2247658815754
21,4033.0,6680.0,lignite,0.3407258940237579,45.414239361019504,1195.3628442486388,422.0711768784209
22,3972.0,6597.0,lignite,0.3407258940237579,45.414239361019504,1195.3628442486388,416.3283807865218
23,4068.0,6452.0,lignite,0.3407258940237579,45.414239361019504,1195.3628442486388,443.4707317260623
24,3980.0,6427.0,lignite,0.3407258940237579,45.414239361019504,1195.3628442486388,428.8285717757388
25,3694.0,6074.0,lignite,0.34741988584788697,44.5392101546752,1172.3309182357118,407.5765181013556
26,3684.0,6015.0,lignite,0.34741988584788697,44.5392101546752,1172.3309182357118,409.6253469268956
27,3673.0,6031.0,lignite,0.34741988584788697,44.5392101546752,1172.3309182357118,406.40040153617707
28,3668.0,5866.0,lignite,0.34741988584788697,44.5392101546752,1172.3309182357118,416.83245262078174
29,3738.0,5889.0,lignite,0.34741988584788697,44.5392101546752,1172.3309182357118,429.1394687298361
30,3893.0,5998.0,coal,0.469970586874787,44.92164389806509,818.4848215079801,444.6748556623322
31,3995.0,6321.0,lignite,0.3407258940237579,45.414239361019504,1195.3628442486388,438.8564583873443
32,4200.0,6815.0,lignite,0.33403190219962886,46.32433969868133,1219.317888822453,443.36089084136506
33,4129.0,7004.0,lignite,0.33403190219962886,46.32433969868133,1219.317888822453,419.0366791801126
34,4401.0,7427.0,coal,0.447838567182555,47.14165525978003,858.9340447657515,433.12971539752135
35,4286.0,7443.0,coal,0.447838567182555,47.14165525978003,858.9340447657515,418.92744607138656
36,4425.0,7455.0,lignite,0.32733791037549986,47.271662759567945,1244.2526847018203,434.4748608841735
37,4421.0,7393.0,lignite,0.32733791037549986,47.271662759567945,1244.2526847018203,437.4452965173416
38,4460.0,7207.0,lignite,0.32733791037549986,47.271662759567945,1244.2526847018203,455.4681465042427
39,4735.0,7104.0,coal,0.42570654749032305,49.592498566477296,903.5890901371553,509.4848310424386
40,4805.0,7005.0,coal,0.42570654749032305,49.592498566477296,903.5890901371553,525.7147003618965
41,4802.0,7150.0,coal,0.42570654749032305,49.592498566477296,903.5890901371553,514.6742250020523
42,4838.0,7342.0,coal,0.42570654749032305,49.592498566477296,903.5890901371553,505.6455892140577
43,4905.0,7225.0,coal,0.40357452779809105,52.312150277026745,953.1418992445891,522.453250293088
44,4977.0,7092.0,coal,0.40357452779809105,52.312150277026745,953.1418992445891,541.9276579403795
45,4908.0,6999.0,coal,0.40357452779809105,52.312150277026745,953.1418992445891,539.7319844356758
46,4859.0,6994.0,coal,0.42570654749032305,49.592498566477296,903.5890901371553,533.5180564630385
47,4732.0,6628.0,coal,0.42570654749032305,49.592498566477296,903.5890901371553,545.6652794892989
48,4523.0,6438.0,lignite,0.32733791037549986,47.271662759567945,1244.2526847018203,522.0482837825865
49,4331.0,6217.0,coal,0.447838567182555,47.14165525978003,858.9340447657515,507.7576022396314
50,4216.0,6253.0,lignite,0.33403190219962886,46.32433969868133,1219.317888822453,486.3287313777487
51,4271.0,6332.0,coal,0.447838567182555,47.14165525978003,858.9340447657515,490.39686835720835
52,4298.0,6382.0,coal,0.447838567182555,47.14165525978003,858.9340447657515,490.1886853097021
53,4531.0,6392.0,lignite,0.32733791037549986,47.271662759567945,1244.2526847018203,527.3624644039278
54,4520.0,6294.0,lignite,0.32733791037549986,47.271662759567945,1244.2526847018203,533.3991250298994
55,4569.0,6575.0,lignite,0.32733791037549986,47.271662759567945,1244.2526847018203,519.875661519175
56,4676.0,6986.0,lignite,0.3222261348007104,48.02157750879676,1263.9914327287572,508.6020611328507
57,4802.0,7011.0,coal,0.42570654749032305,49.592498566477296,903.5890901371553,524.8781498737233
58,4862.0,7126.0,coal,0.42570654749032305,49.592498566477296,903.5890901371553,524.0157246944855
59,4932.0,7201.0,coal,0.40357452779809105,52.312150277026745,953.1418992445891,527.7683050475163
