T,residual_load,total_load,marginal_fuel,efficiency,marginal_cost,MEFs,XEFs
0,2776.0,3729.0,lignite,0.385128862472119,40.178259319145454,1103.430166774481,765.4506843257986
1,2799.0,3675.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,783.6163331598449
2,2809.0,3555.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,813.2140895309577
3,2795.0,3570.0,lignite,0.385128862472119,40.178259319145454,1103.430166774481,805.4147829186605
4,2797.0,3610.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,797.106041988478
5,2842.0,3565.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,821.2875453629634
6,2842.0,3633.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,805.9152488904389
7,2837.0,3570.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,818.5706070753226
8,2834.0,3626.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,805.0031020636693
9,2817.0,3715.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,780.5989069767573
10,2823.0,3941.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,737.5378273967846
11,2767.0,3962.0,lignite,0.385128862472119,40.178259319145454,1103.430166774481,717.9290081650512
12,2848.0,3978.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,737.7078274437001
13,2856.0,4036.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,729.323733574613
14,2879.0,4070.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,729.552465779711
15,2864.0,4014.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,735.5504334437562
16,2844.0,4046.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,724.2034878900122
17,2824.0,3967.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,732.9859299628789
18,2812.0,3940.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,734.6020069691856
19,2811.0,3968.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,729.1364165994403
20,2799.0,3774.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,763.0604198098648
21,2759.0,3732.0,lignite,0.385128862472119,40.178259319145454,1103.430166774481,759.8090270674537
22,2734.0,3770.0,lignite,0.385128862472119,40.178259319145454,1103.430166774481,744.8332983677388
23,2794.0,3863.0,lignite,0.385128862472119,40.178259319145454,1103.430166774481,744.0402135264933
24,2766.0,3951.0,lignite,0.385128862472119,40.178259319145454,1103.430166774481,719.6485194085442
25,2774.0,3874.0,lignite,0.385128862472119,40.178259319145454,1103.430166774481,736.2309606394821
26,2793.0,3507.0,lignite,0.385128862472119,40.178259319145454,1103.430166774481,819.2540389752122
27,2843.0,3374.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,868.1116495586773
28,2798.0,3435.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,838.0411697148231
29,2835.0,3452.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,845.9037817134639
30,2866.0,3891.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,759.3771916286978
31,2878.0,3734.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,794.9008916259806
32,2857.0,3971.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,741.5434890705491
33,2845.0,3947.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,742.651613477325
34,2836.0,4139.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,705.7691376822638
35,2851.0,4175.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,703.7024088016948
36,2847.0,4204.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,697.7838085582841
37,2839.0,4258.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,686.8328511138861
38,2840.0,4186.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,698.913733023158
39,2829.0,4141.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,703.5373620195129
40,2863.0,4475.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,659.5264432293241
41,2865.0,4548.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,649.4322880904244
42,2852.0,4453.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,660.0215951356588
43,2845.0,4408.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,664.9831938282672
44,2842.0,4172.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,701.7953257955331
45,2853.0,3919.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,750.2410741339885
46,2825.0,3774.0,lignite,0.37990378741064373,40.73085823428876,1118.6063920124275,770.7667701522929
