,residual_load,total_load,marginal_fuel,efficiency,marginal_cost,MEFs,XEFs
0,601.0,4745.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,96.0630446854083
1,601.0,4745.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,96.0630446854083
2,601.0,4745.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,96.0630446854083
3,601.0,4745.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,96.0630446854083
4,530.0,4548.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,88.21414379988744
5,530.0,4548.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,88.21414379988744
6,530.0,4548.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,88.21414379988744
7,530.0,4548.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,88.21414379988744
8,545.0,4352.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,94.82152148165845
9,545.0,4352.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,94.82152148165845
10,545.0,4352.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,94.82152148165845
11,545.0,4352.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,94.82152148165845
12,617.0,4322.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,108.34662117320943
13,617.0,4322.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,108.34662117320943
14,617.0,4322.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,108.34662117320943
15,617.0,4322.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,108.34662117320943
16,589.0,4081.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,109.40405164751309
17,589.0,4081.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,109.40405164751309
18,589.0,4081.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,109.40405164751309
19,589.0,4081.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,109.40405164751309
20,542.0,3667.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,111.90897038203427
21,542.0,3667.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,111.90897038203427
22,542.0,3667.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,111.90897038203427
23,542.0,3667.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,111.90897038203427
24,622.0,3516.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,134.29074757824094
25,622.0,3516.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,134.29074757824094
26,622.0,3516.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,134.29074757824094
27,622.0,3516.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,134.29074757824094
28,568.0,3368.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,127.74449007338326
29,568.0,3368.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,127.74449007338326
30,568.0,3368.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,127.74449007338326
31,568.0,3368.0,coal,0.4749237947616052,34.288072971671866,764.3556990859671,127.74449007338326
32,715.0,3395.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,160.4007845332833
33,715.0,3395.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,160.4007845332833
34,715.0,3395.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,160.4007845332833
35,715.0,3395.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,160.4007845332833
36,844.0,3375.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,191.10479859916543
37,844.0,3375.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,191.10479859916543
38,844.0,3375.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,191.10479859916543
39,844.0,3375.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,191.10479859916543
40,819.0,3252.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,192.34865817950904
41,819.0,3252.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,192.34865817950904
42,819.0,3252.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,192.34865817950904
43,819.0,3252.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,192.34865817950904
44,850.0,3245.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,200.20009288183792
45,850.0,3245.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,200.20009288183792
46,850.0,3245.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,200.20009288183792
47,850.0,3245.0,coal,0.4663343888588983,34.919624457926155,778.4343548967938,200.20009288183792
48,894.0,3225.0,coal,0.45774498295619137,35.57487757834741,793.0413716676586,212.1980227969454
49,894.0,3225.0,coal,0.45774498295619137,35.57487757834741,793.0413716676586,212.1980227969454
50,894.0,3225.0,coal,0.45774498295619137,35.57487757834741,793.0413716676586,212.1980227969454
51,894.0,3225.0,coal,0.45774498295619137,35.57487757834741,793.0413716676586,212.1980227969454
52,897.0,3159.0,coal,0.45774498295619137,35.57487757834741,793.0413716676586,217.38453549704082
53,897.0,3159.0,coal,0.45774498295619137,35.57487757834741,793.0413716676586,217.38453549704082
54,897.0,3159.0,coal,0.45774498295619137,35.57487757834741,793.0413716676586,217.38453549704082
55,897.0,3159.0,coal,0.45774498295619137,35.57487757834741,793.0413716676586,217.38453549704082
56,1036.0,3179.0,coal,0.45774498295619137,35.57487757834741,793.0413716676586,250.6921982689388
57,1036.0,3179.0,coal,0.45774498295619137,35.57487757834741,793.0413716676586,250.6921982689388
